file_name,duration,rmse,zcr,spectral_centroid,spectral_bandwidth,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
11877.wav,3.26,0.06381086,0.09630222185283688,1348.582032132949,1104.1823775580774,-341.01584,112.05997,-28.220037,45.03956,-10.431242,5.436589,5.470802,-9.2529335,3.4218433,4.6342688,0.27802768,-11.553204,1.6470425
11878.wav,5.590022675736962,0.061548807,0.25985679784751037,3241.0825655035574,2952.2988625794987,-170.79985,61.60452,15.265947,17.84129,11.051995,4.3754907,-4.364315,-3.9616675,-1.1603035,-3.7730038,-6.225569,-2.5071383,1.2914047
11879.wav,2.58,0.056816705,0.245635986328125,2927.8022895073073,2512.2314821367722,-243.8173,80.6437,0.85976493,11.454895,14.747368,6.1738725,-0.8058357,-8.801459,-5.0551424,-0.21848162,-6.93304,-3.0654542,2.395512
1188.wav,2.7700226757369615,0.051084943,0.2694498697916667,3145.437254296998,2650.7746487778672,-222.3513,70.06699,4.5254445,12.502282,8.2701845,5.6138225,-3.6904852,-5.7148848,-1.403525,0.18275036,-3.3157017,-2.877389,0.6052096
11880.wav,2.24,0.04161189,0.10944547358247422,1584.187887694709,1269.236979786107,-392.73108,96.60856,-26.13753,40.08237,2.67846,9.619208,-10.414335,-3.999118,-6.152619,6.6433396,-6.7871246,-0.4716461,1.8684909
11881.wav,2.58,0.049394865,0.09793526785714286,1313.5592220485207,1239.9097628123077,-387.49625,93.64488,-14.219768,49.297993,-2.36424,7.4979587,-1.2899733,-6.1939516,3.8729901,-2.5954642,0.018140523,-11.754321,-1.9725202
11882.wav,2.54,0.0532182,0.12240767045454545,1633.7731964515199,1180.1374371876911,-352.50385,104.180305,-25.264864,36.612705,-2.6067345,9.416796,-8.938219,-3.0003684,-5.2460394,5.987848,-10.08368,-0.92172295,4.443407
11883.wav,1.8,0.049045112,0.265869140625,3416.0849814727667,2768.5522443191253,-269.25635,52.348198,9.453352,6.9118886,-1.8049307,2.6270738,1.9464831,-3.9096582,0.48697236,3.1833034,-1.9692783,-4.639521,-0.61355764
11884.wav,1.9300226757369614,0.050979547,0.3118198939732143,3609.867117645601,2915.686192444912,-204.34143,54.70439,7.400879,10.004328,7.156263,-0.61183333,0.6428064,-1.9422064,-3.4640982,-2.7480283,-3.8042574,-1.3584093,2.6685967
11885.wav,1.62,0.06003643,0.27982700892857143,3872.4174836262096,3064.4488373412296,-239.08385,28.701653,9.75055,20.92172,11.116713,-1.8448702,2.603528,-0.84294283,-5.658506,-2.0528617,-1.444908,-5.439091,-6.253859
11886.wav,2.0700226757369613,0.047773764,0.07417534722222222,1236.5899670005267,1137.5160293686295,-404.61243,82.99528,-11.007851,62.44554,-4.88819,-2.2983031,0.52826005,-0.23674503,6.673219,-2.5161679,1.729936,-7.6434026,0.06311273
11887.wav,2.3300226757369615,0.050811823,0.08590365872524752,1242.108450027915,1195.5338468864118,-376.83936,120.95534,-16.372389,40.703434,-1.5078686,1.0493584,-10.092485,3.6751854,-2.9538937,4.615098,-9.260701,-4.421219,1.5519799
11888.wav,2.1500226757369614,0.045428686,0.32624537970430106,4035.8504994592913,3004.3775603638546,-233.33754,31.809265,8.375161,6.741524,2.1142757,4.798538,-1.8837918,-1.1869719,-0.17932716,-0.6281109,-1.8965915,-5.748959,-1.2629797
11889.wav,2.5499773242630384,0.054903887,0.3072931463068182,3588.3980412300275,2867.062425704431,-195.34288,53.630135,9.022119,10.676959,5.804514,3.8920746,-4.147306,-5.8777785,-1.7431852,-2.6600292,-4.776871,-1.7071482,0.90098304
1189.wav,3.08,0.05777579,0.26030163298872183,3650.700059792827,3083.0133394030818,-202.89516,37.34988,12.174634,20.218378,7.219069,-1.1623719,-4.075882,-2.5400813,0.04947829,-0.8213664,-1.5156754,-4.614101,-2.8208313
11890.wav,2.28,0.050265767,0.11738478535353536,1496.6472106295203,1181.9885749562739,-381.71658,113.25499,-20.673231,25.289629,-8.622582,12.713459,-0.15063863,-0.06118497,-9.093156,0.29850122,-7.3470483,-0.3141965,2.4596796
11891.wav,1.84,0.04775408,0.345330810546875,4094.531341285868,3118.312330723965,-186.99646,38.672997,11.339091,8.537612,5.2145624,1.5684577,-1.2722819,-3.7971203,-2.097816,-1.9385058,-3.2539437,-2.4654665,-0.79419327
11892.wav,2.4700226757369617,0.055828135,0.32165869596962615,3805.1024723181627,3083.9849072941224,-170.01332,48.012436,11.70458,7.9741025,3.3441777,-0.63198346,-0.9054703,-3.7013881,-3.916102,-1.9970969,-1.4737302,-0.16450582,-0.4851333
11893.wav,1.9700226757369614,0.04157518,0.32648782169117646,3768.4114371560886,2983.764665358324,-216.63153,51.743355,10.411305,7.9633064,5.5848875,2.5785012,-1.8751278,-5.543726,-4.8615365,-2.9613335,-1.4177059,1.1445253,-0.029199013
11894.wav,2.02,0.049886055,0.07550960847701149,1196.6341703435494,1101.0205555374514,-387.66406,99.19521,-31.561167,44.89666,-8.95136,0.08316022,1.9014152,-6.3657894,7.6596236,1.9912884,-0.3627011,-9.09777,0.5388413
11895.wav,2.06,0.048375163,0.05817679073033708,1044.4831917416936,1035.1064887291495,-416.18723,106.16281,-15.819424,31.351423,-10.341558,6.4231753,5.1650157,-11.167964,1.7042342,-0.9014973,-1.5700471,-3.894783,-2.4908798
11896.wav,2.0099773242630388,0.05154146,0.30130881824712646,4227.999278040801,3194.09918766383,-189.88564,22.968573,11.961262,15.262203,5.1143713,4.8506837,1.6233687,-2.274469,-1.2754229,-0.30331275,-2.1444173,-4.564647,-1.0191842
11897.wav,1.8100226757369615,0.04455303,0.06206805889423077,1080.1460824042367,959.7542428667488,-426.24936,100.15768,-27.75894,30.775448,-1.4630375,0.583002,3.077674,-11.239378,2.680909,0.42437997,-2.505604,-7.122262,-6.0646925
11898.wav,2.5099773242630388,0.05685123,0.06060959002293578,1083.869924154751,1045.3797940352536,-382.149,113.49458,-28.599617,42.359844,-4.601379,-0.95843,2.762877,-8.451972,5.8786683,0.6255911,-0.3361121,-7.7918906,-3.454885
11899.wav,2.06,0.039711796,0.08765471383426966,1235.8632275486164,1155.20912873322,-406.5035,120.53753,-28.034037,23.930357,7.187962,11.243263,-7.1587725,-6.045457,-7.3631687,7.1463594,-7.356765,-2.1425247,1.5628467
119.wav,1.84,0.04348094,0.30660400390625,3664.6082576962726,2814.651039249783,-241.52109,53.11836,5.398914,8.476946,10.855133,8.089096,-3.1693351,-7.900122,-3.26055,-0.6984221,-4.157699,-3.3681989,0.7241952
1190.wav,2.3500226757369616,0.05282527,0.1126397824754902,1485.2718838422109,1299.083289393123,-369.25162,109.00086,-22.5227,43.194675,-4.4894924,9.788191,-7.228777,1.9957868,-7.9523463,0.7075737,-7.0212703,-0.044400197,3.3299522
11900.wav,1.9100226757369614,0.041642085,0.10530402861445783,1460.0977192206242,1223.3345117542265,-410.6107,86.84144,-19.994331,44.89526,8.434425,9.872255,-10.8098545,-0.29986647,-5.471539,5.237651,-12.697922,-2.6579063,4.7734175
11901.wav,2.6100226757369613,0.045874447,0.2897452295353982,3678.0616372549725,2817.6611277433185,-244.90175,39.315205,6.92638,18.97962,2.325963,4.911349,-1.8422238,-0.84027207,4.2798843,-0.21170034,-3.873108,-7.1053805,-1.7275746
11902.wav,2.7100226757369614,0.057892054,0.25698617788461536,3694.3348208515076,3041.044129053763,-207.992,34.00643,8.661298,19.947037,9.269721,-1.9263344,-4.175523,-1.1331466,0.7935426,-1.9663774,-2.9591172,-3.0562105,-1.5421112
11903.wav,2.5,0.0515371,0.3044704861111111,3617.8179558402603,3011.059663035627,-186.29286,52.86072,14.918019,13.743099,4.9649043,4.870789,-0.11304356,-5.849478,-2.5509074,-2.6698377,-3.8846478,-1.6950952,-1.2916228
11904.wav,3.6700226757369614,0.046422556,0.2728079549921384,3226.4650713052574,2411.6942521359224,-280.41214,56.137936,-1.7185882,28.518635,-3.6150763,7.632201,-3.6628954,-1.4159449,5.8723645,0.72124225,-2.4960377,-11.368761,0.97755575
11905.wav,2.4900226757369612,0.046201088,0.09669325086805555,1353.215978195879,1211.4508378438113,-391.48965,92.88558,-18.101336,57.67036,-5.841457,7.1289616,0.5225899,-6.944207,4.82058,-0.5899741,-1.4132117,-11.812038,2.8544374
11906.wav,1.7300226757369614,0.04509196,0.3056184895833333,3939.253134215657,3024.3177158357375,-233.48798,36.070404,7.6584206,7.4762483,1.9133116,3.1203392,-0.27281478,-2.0051153,1.2138412,1.8397675,-0.5106274,-4.404001,-2.2206526
11907.wav,3.96,0.06808111,0.06227156432748538,1096.271856042734,1103.6194727503632,-351.8458,132.79729,-20.292086,48.005344,-11.746035,2.1351037,7.0888524,-9.26934,2.6913924,0.13307485,-2.271758,-9.521807,-2.8829842
11908.wav,4.1,0.0648072,0.2680746822033898,3912.0403387320903,3208.5713118379185,-169.97221,33.127014,13.011128,12.159901,5.2036963,3.5578496,-0.77290195,-0.72552216,-0.3501188,-0.75744087,-1.3615897,-5.2341275,-3.3367002
11909.wav,1.94,0.04882547,0.29675874255952384,4118.1013482082735,3159.337683626484,-201.36577,26.864004,11.115254,14.265477,4.7571054,1.5133295,-0.21323875,-3.9956615,-3.2643564,-1.6780221,-2.9907944,-3.3941655,-0.29371956
1191.wav,2.46,0.053913854,0.3226387455778302,3854.7316305615004,3128.7398110701674,-161.80673,46.385715,14.719159,10.700383,4.414392,2.7409973,0.026493441,-2.522503,-2.9848998,-4.2066584,-3.6741364,-1.1332343,-0.4024261
11910.wav,2.1900226757369614,0.05403272,0.33115234375,3858.1343360381893,3006.2838281806785,-174.8196,45.930397,13.797224,10.228817,-0.31419766,0.567873,-3.1791866,-4.9615717,-1.3263668,-1.8185532,-3.0365906,-1.9460264,0.16610369
11911.wav,2.8300226757369615,0.053675324,0.09664766905737705,1448.2235832224433,1221.6989932300735,-370.75717,101.346,-13.9017935,47.06572,-11.057321,9.829328,1.0591178,-6.314276,4.438134,-4.1403174,-2.5009544,-9.647889,1.8863876
11912.wav,2.5900226757369613,0.04861802,0.10068620954241071,1507.4645480420766,1234.9368605893792,-389.36728,96.081566,-15.973055,59.01648,-16.686857,5.02447,0.72227967,-6.4882617,3.2467883,-6.5985303,-1.0720189,-12.109918,0.34052345
11913.wav,1.56,0.04021923,0.08327349494485294,1016.1447677983163,994.6811216754058,-451.09592,113.842155,-23.734741,21.233994,-0.2042822,0.99029005,0.7512029,-0.7281695,-7.0213966,1.1216751,-9.203467,0.53083766,4.990361
11914.wav,2.3100226757369615,0.04759078,0.2541943359375,3060.2630921495133,2509.535929673276,-260.10815,74.65757,10.80308,21.717318,2.9563982,3.164446,-4.8666706,-4.564578,1.0841651,-1.9812332,-5.0674953,-1.9671991,-0.91093373
11915.wav,3.5900226757369613,0.05912147,0.19112903225806452,2814.223045356235,2572.154182830142,-249.931,58.63841,7.2266555,34.72574,8.988607,-1.4470022,-2.5540202,-2.577433,2.405218,1.5981479,-2.1414666,-6.841781,-1.0451906
11916.wav,1.6300226757369614,0.038704753,0.321564150528169,3718.827364498502,2765.698921610937,-264.38455,56.06225,8.861116,6.733512,-1.6821167,-0.43652263,-1.9357024,-4.2792363,-3.1872478,0.41952172,-1.2802815,-1.053557,1.4059925
11917.wav,2.9100226757369616,0.05108411,0.09483894469246032,1262.314784731602,1239.2431347292986,-348.4262,130.1935,-24.376484,38.862637,4.3523154,8.501506,-10.466517,-2.6970549,-7.1190963,3.699334,-8.597081,-0.30622658,2.5809805
11918.wav,4.590022675736962,0.059607312,0.25849806660353536,3628.323509278118,3095.7699866975704,-193.52129,39.956722,13.171413,16.03398,5.448652,2.8323724,-1.6040548,-2.035831,0.14265218,-0.50633454,-1.8956598,-5.431312,-1.6783241
11919.wav,2.6500226757369614,0.04452551,0.10898862092391304,1537.4341306543029,1311.1656581513353,-367.9392,108.77406,-14.4798355,37.493664,5.3092866,19.457329,-10.022263,-1.1016786,-5.252239,1.0284349,-11.136203,-1.7114781,1.5417757
1192.wav,2.14,0.045818828,0.3317162298387097,3874.0271977059942,2932.2794279948557,-198.33113,42.32087,5.3123703,10.782412,8.983499,5.519027,-6.961863,-7.656175,-0.065328114,-0.9508143,-3.5340357,-1.1303728,0.88791424
11920.wav,3.6,0.051494934,0.11370067107371795,1551.899378326449,1295.1916092872536,-332.01767,120.53289,-27.281363,45.38165,2.9459393,19.262304,-10.541369,-4.0940237,-7.4455833,5.735629,-10.6491995,-2.654815,1.2981145
11921.wav,4.170022675736962,0.06187701,0.25078938802083334,3169.006253959205,2878.7894935344793,-179.49065,63.448284,16.135994,19.230988,8.898804,5.0364056,-0.48694742,-4.5199594,-2.270294,-3.340483,-6.034355,-2.8749664,-1.5451158
11922.wav,2.6900226757369614,0.053623486,0.08139143318965517,1216.2105428865384,1148.1164672355137,-377.37268,117.049774,-23.691526,36.903362,-9.579105,8.210981,2.4648001,-10.760304,7.297674,3.3115826,-2.0077372,-9.694766,0.31550893
11923.wav,3.1300226757369614,0.054430824,0.1001880787037037,1387.2520751747654,1202.2026505441227,-348.15604,134.94286,-24.521612,30.158829,1.3661783,14.638631,-6.4225364,-5.926192,-8.008954,7.2090282,-12.585332,-3.930951,5.6288767
11924.wav,2.44,0.053183425,0.3173643867924528,3862.7947574751806,3111.2981067941882,-165.33362,44.096905,12.238773,11.808934,9.376566,6.64015,-0.7368813,-3.5155942,-3.1033225,-3.2625358,-2.5318143,-2.387335,-0.5097514
11925.wav,2.02,0.04347959,0.10810659123563218,1322.9031264662713,1188.9212945742665,-400.4845,112.26217,-24.02533,31.195919,-7.0810394,5.9424443,-3.7182097,1.6830045,-9.999158,2.1482322,-6.3981557,0.12980849,3.8596058
11926.wav,2.28,0.055145327,0.31486742424242425,3710.3957840507255,2955.8191132106954,-177.94135,49.810753,10.087898,7.549836,4.1599536,5.379281,-1.6629951,-5.70698,-2.6373272,-3.2318964,-3.3895855,-1.3478578,-0.33411095
11927.wav,1.68,0.049236745,0.08443921232876712,1177.851574160937,1092.7046806279384,-396.92697,104.49151,-14.518184,33.66575,0.58856744,-4.786499,-2.9113388,0.13842,-4.8168006,7.866649,-10.755848,-3.9289083,5.9206014
11928.wav,1.84,0.04219107,0.357086181640625,4113.705214991217,2987.7793656085314,-198.14314,37.530678,6.4643083,7.5078,1.877713,4.844772,-0.42306256,-6.01402,-3.014974,-1.7793276,1.1173687,2.1949096,-1.3024472
11929.wav,4.050022675736962,0.064070836,0.07726283482142857,1259.1733737776624,1204.2511346415129,-343.32086,119.93752,-25.565931,55.681137,-4.5627785,4.7672405,1.6340028,-10.533254,5.611887,-0.18575509,-3.4040422,-10.140474,-0.36047712
1193.wav,2.06,0.057530418,0.3015603054775281,4045.3513756569528,3164.9844765184685,-185.11703,33.539097,8.240519,4.190736,2.2324967,1.0834252,-0.23605484,-3.2554808,-4.100296,-2.834709,-1.6486998,-3.2020748,-4.4573054
11930.wav,1.7,0.045097116,0.290771484375,3484.0098036929644,2774.305517504627,-244.02312,59.23943,8.156711,14.354964,6.061632,0.49573264,-2.8137343,-4.876089,-1.9523296,-1.138293,-2.5741606,-0.28834113,0.98129046
11931.wav,3.2,0.057080064,0.274948341259058,3924.5752572661986,3206.196664233406,-186.65611,30.83067,13.452828,17.606394,8.052059,3.021544,0.7277242,-1.1703361,-0.18557432,0.7740343,-2.1955948,-5.43195,-2.5021002
11932.wav,2.7900226757369615,0.05206149,0.10331789127066116,1413.7281737475587,1197.2198371225181,-378.86658,107.32264,-17.924702,42.61907,-14.657529,5.5732226,-0.07943306,-7.994053,3.770587,-5.871317,-3.5509472,-9.307746,1.153831
11933.wav,2.0299773242630383,0.04560075,0.09293989701704546,1384.0214954160756,1194.1993946203493,-401.5533,82.56522,-5.189187,48.55007,-5.0125685,2.2217064,-5.558224,-3.226208,7.802089,-4.3984623,-2.9343505,-7.7803364,1.8337059
11934.wav,2.9500226757369616,0.05084104,0.09922409057617188,1469.1968217124365,1281.4560309804563,-368.94952,104.39745,-28.762922,48.95974,-7.113982,3.2728167,-3.9066858,-3.5857506,10.94275,-3.2134695,-2.376892,-9.807889,-0.39684105
11935.wav,3.0500226757369613,0.053952184,0.13647830847537878,1719.8318270221957,1393.1602604956795,-369.3893,83.73384,-10.858808,61.37075,-8.144504,14.697857,-6.339635,-0.8757319,5.0900383,-6.792661,-1.3817891,-16.467922,4.719312
11936.wav,2.48,0.052244417,0.08712397780373832,1305.5590504649058,1139.850764507726,-388.6176,109.59855,-24.363989,42.1951,-14.931209,3.6878142,2.6606445,-8.637113,3.49332,-1.1074672,-0.8466542,-11.4037075,-0.0372974
11937.wav,2.6700226757369614,0.05046484,0.2861837635869565,3845.121693824816,3082.7339081225323,-209.82431,36.823982,12.427025,12.752633,2.6694398,1.1680821,-2.1750395,-1.8946012,-0.6139824,-0.106402054,-1.3399242,-6.256579,-2.4914763
11938.wav,4.309977324263039,0.059748653,0.10205078125,1398.7878142337333,1250.4013852845696,-312.94717,141.59218,-29.055609,41.37255,-3.1797519,11.911687,-5.7165422,-3.0590413,-10.757818,6.0870585,-9.866011,-0.026659565,3.455658
11939.wav,2.26,0.048001356,0.33895687181122447,3952.3861710241877,3064.772048929797,-181.52687,44.271824,11.261088,8.167534,4.1182566,4.235136,-3.2251234,-5.960405,-2.1276593,-1.421341,-0.33396024,0.17715487,1.0435964
1194.wav,3.32,0.05727416,0.26771129261363635,3679.9820166750405,2992.348489455098,-203.5465,38.980453,11.637556,15.00689,1.5477757,2.3605127,0.65033215,-0.0020046635,-1.6893325,-1.0481039,-1.8403785,-6.0891376,-1.3231162
11940.wav,2.0700226757369613,0.04442108,0.081689453125,1123.6536691715833,1110.9802975394634,-398.67776,123.70657,-22.973492,26.439732,-1.045886,6.7173963,-0.7128196,-4.082149,-6.498253,4.4216723,-8.119179,-1.5859168,3.0850742
11941.wav,2.4100226757369616,0.04874334,0.08389047475961539,1238.5301874727475,1129.0405145855952,-401.41354,103.30537,-13.927954,42.21306,-7.8817725,7.0637736,3.9206946,-8.902796,0.5569831,-1.5431982,-3.4105554,-11.422894,0.090995274
11942.wav,3.7,0.0562836,0.2631378173828125,3035.658694503353,2683.6483198859273,-207.86104,74.35769,11.931653,12.241282,1.4761627,3.976709,-1.190539,-5.729789,-2.8813896,-2.736669,-2.717281,-0.15521187,1.1544685
11943.wav,2.16,0.044728957,0.13543051861702127,1714.2875147956238,1180.7344312529058,-379.75256,94.1378,-20.35295,34.543568,-7.127052,14.101537,-8.872321,-6.231635,-3.3068109,5.2655106,-7.7319083,0.34837553,-1.3739355
11944.wav,2.28,0.052548196,0.10594716698232323,1415.238481335443,1158.3926411211314,-373.24258,117.28018,-21.350636,29.52759,-1.8182913,5.2307386,-7.0473976,-0.35810712,-2.9189029,2.912093,-11.163772,-1.1818779,3.1665668
11945.wav,2.0,0.047499053,0.08524155890804598,1157.9839586551543,1030.7668852242232,-401.13547,127.12643,-22.342836,17.457304,-10.9373865,2.746095,5.8904195,-6.5321746,-6.0009246,4.195149,-7.186285,0.057416346,4.1462297
11946.wav,2.1300226757369614,0.04486953,0.13738748301630435,1722.550779872277,1237.2668424785218,-397.4178,83.744705,-15.9767275,39.570976,-16.714727,13.327915,-6.0477195,-7.3089533,4.9002876,-3.3258474,-1.9053338,-13.330122,5.1376424
11947.wav,2.3700226757369616,0.053378716,0.2998046875,4181.469861621272,3230.9985584901747,-183.09634,26.481153,12.481114,12.554663,4.6639814,1.5497267,-0.6723809,-2.107593,-1.5144994,-0.2715047,-0.8254104,-3.8951273,-1.9710956
11948.wav,1.72,0.040894493,0.3685221354166667,4323.316437723372,3084.6582256945703,-181.79543,29.067009,5.4008007,7.8637395,4.463923,3.3710685,-1.5307922,-5.3703012,-2.6885357,-1.0670915,-0.25763685,-0.24834763,-0.8702754
11949.wav,1.8700226757369613,0.04276789,0.06938416280864197,1145.750161227793,1030.9530510552086,-427.11285,100.31776,-18.040531,34.17249,-15.94493,7.8393645,3.0376031,-8.861738,5.7042313,1.9209734,-1.0674397,-10.058497,1.421185
1195.wav,5.510022675736962,0.066836506,0.0871766675420168,1291.2642986075527,1249.2659974208175,-333.04626,130.54135,-12.278781,54.887432,-9.401126,3.4769974,4.536447,-8.118779,1.831297,-2.6060238,-3.5400672,-10.088957,-0.21714106
11950.wav,3.4300226757369616,0.049024712,0.2661396748310811,3415.798545753535,2782.9973315161933,-249.53473,46.344444,9.426237,20.614878,4.3325057,5.369273,-0.93189335,-1.3210579,2.2577994,-0.44559032,-3.5827472,-6.626605,-0.98557425
11951.wav,3.16,0.05780764,0.30087391651459855,3624.580475474491,3073.9721559130257,-162.66702,53.56967,16.543098,11.824245,4.368712,3.0065448,-3.422916,-4.921957,-2.7018375,-3.9524112,-3.365194,-2.0949304,-0.8934044
11952.wav,2.56,0.04724046,0.1235571509009009,1700.3555947529835,1256.0010133249816,-364.34857,98.88739,-22.355675,37.86144,-3.8859413,13.786427,-9.649061,-4.7312384,-4.431219,6.265204,-9.719681,-1.794701,-0.23793542
11953.wav,3.06,0.052184068,0.08859715317234848,1324.5156617074276,1137.0289683420124,-372.23096,110.86126,-28.904005,46.025288,-6.0077605,5.5257034,-0.20883305,-9.726877,5.705223,-3.161819,-3.2675009,-7.6011825,0.58846295
11954.wav,3.0,0.05548734,0.09465519831730769,1347.7231714412162,1242.9536983448488,-372.10477,101.017815,-15.460934,59.047104,-4.691138,4.8767285,-0.94488007,-5.894757,3.6022568,-1.4974968,0.7662647,-11.018428,-0.48394522
11955.wav,3.6300226757369614,0.055506565,0.10634579020700637,1491.5995542861363,1311.6502889472627,-363.90848,107.769615,-18.539192,55.02552,-14.691973,8.526798,1.6821887,-6.993503,1.8035661,-4.872084,0.23882309,-12.001583,0.07918244
11956.wav,3.0700226757369613,0.050811503,0.24915193256578946,3071.157980389846,2634.6335216983925,-235.15208,66.61935,5.2033386,21.809443,14.351233,6.0149016,-1.9918153,-5.1886196,-3.6757936,-2.3867297,-5.555296,-2.0993676,1.6345468
11957.wav,2.56,0.052366,0.11904384853603604,1537.5904402224176,1315.4209013651023,-354.87192,117.02842,-16.011374,39.120487,-17.31893,10.4084015,0.42984283,-2.6663013,-7.6171594,3.128242,-5.121498,1.4021941,-1.4731941
11958.wav,3.24,0.053994138,0.09607631138392857,1286.218323457841,1219.5760029400703,-341.92,135.36987,-22.861202,36.07254,2.5500562,10.597243,-7.922778,0.31194824,-7.3803277,5.182393,-9.580336,-0.6252311,3.5397732
11959.wav,3.6300226757369614,0.06609264,0.2642285778264331,3917.663400038058,3209.6488431773955,-165.90674,32.012974,15.530451,14.670677,1.6523577,1.6868994,2.177759,0.0992659,-1.0754789,-0.10964655,-1.964434,-6.334881,-2.1557586
1196.wav,2.14,0.048709355,0.30081800235215056,3605.0813442829026,2801.7482100714774,-220.04977,52.96161,8.312084,13.490548,8.8720875,11.393552,-6.0360074,-7.6280956,0.69259626,-2.0296135,-4.3657475,-1.9202646,0.3418835
11960.wav,2.2,0.048667256,0.06267989309210527,1178.3485896794484,1044.7842664466725,-402.9626,109.084755,-29.152369,35.900295,-7.79693,1.1189908,2.089449,-7.928043,6.420332,-1.2893782,-1.8609502,-6.41933,-2.9724734
11961.wav,2.3300226757369615,0.05474263,0.10022335241336634,1434.734694943278,1108.1190828900233,-379.4614,94.817444,-17.88652,38.31129,-19.411562,8.165415,6.9297442,-2.9768646,0.9739781,0.27315125,0.90702575,-13.646738,3.81105
11962.wav,1.9100226757369614,0.038761143,0.2933570218373494,3511.1194835794054,2428.5714295542175,-329.01413,50.14924,-5.719052,19.796272,-2.5976794,4.4539156,-3.316034,-4.033643,6.0726132,-1.1808746,-4.687976,-7.4976344,-0.09566484
11963.wav,3.0,0.052064683,0.09965444711538461,1312.9893918768316,1183.02722282998,-348.34232,130.8552,-20.276222,30.071123,-9.320534,5.3990545,-0.43661296,-3.343265,-5.021317,4.110025,-8.44993,-2.966843,3.4754214
11964.wav,2.24,0.047183473,0.11793754027061856,1587.2265118094306,1177.1011571695951,-391.57925,108.46069,-25.131016,24.327753,-7.3045244,15.553668,-3.9050994,-4.256575,-7.0953345,2.6845338,-9.106071,-0.30693337,2.79599
11965.wav,1.92,0.04264414,0.08250188253012049,1255.620621348337,1081.722025243513,-421.29602,92.26456,-22.691551,44.45143,2.4073372,5.6526237,-7.778182,-7.1522946,8.160499,-1.2415804,-2.1134777,-7.847771,1.3946782
11966.wav,1.9,0.045082696,0.12491663490853659,1622.9466708985003,1310.865587225515,-388.45056,82.544495,-21.855799,43.102127,3.671808,14.776439,-16.584663,-0.96017045,-3.7759488,4.94404,-7.833054,-2.8847628,0.15614414
11967.wav,2.5499773242630384,0.049039505,0.2603116122159091,3241.4628947678525,2490.8206613564826,-279.02853,52.65138,-0.25560582,31.206692,2.5962796,4.8615384,-4.0196824,-2.4534457,3.5233843,0.5737195,-2.5068336,-8.884605,1.4851413
11968.wav,1.84,0.04638385,0.100347900390625,1431.8617421275146,1154.7579783013684,-407.45566,103.25486,-15.125445,23.553564,-11.367482,12.315456,-3.5831466,-7.5727625,-3.6336377,3.633391,-7.7845483,0.6825491,-0.023172189
11969.wav,2.0700226757369613,0.053345136,0.062266710069444446,1078.496210410996,1016.9354189957116,-396.71616,105.621376,-28.055002,42.869934,-9.202245,-4.0641866,3.0874667,-5.542044,9.094028,2.1668563,-2.059155,-8.98602,-1.4278405
1197.wav,1.88,0.051973827,0.06511019483024691,1017.202369316229,936.9777409867488,-418.40457,106.250336,-13.829948,33.93595,-13.077808,2.3101802,9.53518,-9.752551,-0.07167015,-0.44523785,-3.9234152,-6.6958084,0.5716774
11970.wav,2.0099773242630388,0.049604774,0.30419921875,3623.0001189007958,2799.602782228016,-230.81575,57.083904,3.5618262,5.2495756,7.318633,4.4780583,-2.673473,-4.6539564,-1.14742,-0.97697634,-3.0223098,-0.4883113,1.2593921
11971.wav,2.4900226757369612,0.0521631,0.1161159939236111,1542.2461644133814,1153.3356124126635,-373.7943,116.22475,-29.238586,24.97119,-10.334621,8.723193,-3.5494723,-5.15638,-3.8810802,3.0536895,-6.9643555,-1.2971085,1.7546929
11972.wav,2.36,0.05174725,0.2678844975490196,3477.145418324984,2646.4685865584097,-265.30328,42.601635,2.5533717,26.02495,0.43227884,-1.9880276,-0.7698113,-1.9242023,1.9284171,-0.8023124,-3.5305297,-6.1757765,0.46465313
11973.wav,2.72,0.056025162,0.239940578654661,3170.3730947884455,2609.440527780954,-272.04678,51.798126,8.093126,29.499569,5.5099034,-1.0556084,-1.0380846,0.48554412,3.1543796,-1.3160017,-4.4508343,-6.7507143,-1.560152
11974.wav,2.7,0.05799996,0.24806356837606838,3217.449824380154,2717.470397697323,-247.81754,53.919785,11.983565,18.834335,1.623615,-0.87554085,0.34265026,1.4140213,0.28850627,0.09752545,-2.1141503,-6.5545154,-2.1366653
11975.wav,2.88,0.056139853,0.24731640625,2908.702217449545,2536.904290761621,-230.68785,82.58996,5.8137546,12.600125,4.543839,2.9026904,-0.28939572,-7.5506506,-4.0620623,-0.24121265,-4.4671764,-1.3315595,0.64829785
11976.wav,2.1700226757369614,0.053769194,0.23203228889627658,3314.211047442988,2824.4640433255904,-255.3702,48.54046,12.669194,21.4616,1.3549218,-1.5871723,4.648848,0.94517523,-2.0006855,-1.7995876,-2.724613,-6.0994806,-3.4852896
11977.wav,2.4900226757369612,0.04660368,0.11969672309027778,1538.3293910693885,1249.737309221008,-364.81137,105.67719,-24.018213,39.016937,-4.313662,9.609736,-9.676929,-3.0180228,-7.679361,5.4727774,-9.314135,-0.6510882,2.3048575
