file_name,duration,rmse,zcr,spectral_centroid,spectral_bandwidth,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
10043.wav,2.1900226757369614,0.05016808,0.06204769736842105,1066.3239882367434,1113.8646301185936,-414.67484,107.694305,-14.408677,45.951057,-8.079173,2.4354434,3.369494,-6.1195917,2.9310837,-5.1627216,-1.6544392,-6.3705606,-2.2150888
10044.wav,2.92,0.05633468,0.096435546875,1477.7591519742944,1289.4157541104744,-374.5012,92.31597,-14.131222,65.51116,-4.5746517,0.80913943,0.4196978,-2.7401931,2.909942,-8.522602,-2.321286,-8.950821,-0.15663983
10045.wav,1.94,0.048111945,0.30370512462797616,4135.255410941612,3158.1457611667756,-205.22742,27.77863,9.734383,10.353024,5.01597,2.0896463,-1.4355983,-2.504459,-0.05449252,1.2717148,-0.89130664,-3.7457352,-1.7201124
10046.wav,1.98,0.04407884,0.3438010992005814,4088.191624707752,3157.177630681421,-186.61705,38.259525,12.430796,12.275689,9.044907,2.35841,-2.5605447,-1.3108145,0.6263798,-4.0719767,-5.163973,-1.1736711,0.3003295
10047.wav,2.1100226757369613,0.046265136,0.32872059581043955,4230.052277000464,3029.4258920338248,-201.67616,22.149925,2.4700155,12.122465,1.2997838,-0.85530937,-0.98026365,-0.65415657,-0.8204923,-0.060526483,-1.4596165,-4.22392,-0.6907886
10048.wav,3.48,0.056078427,0.287470703125,3401.9929895226237,2873.34138625462,-190.37744,55.007774,10.853551,17.06959,11.223889,5.746711,-2.9390428,-2.971327,-1.7629873,-3.9757016,-4.1960864,-1.8165476,-0.2447743
10049.wav,2.2300226757369614,0.045515396,0.10028390786082474,1342.0020021331497,1069.005828179015,-391.41516,117.61512,-28.649506,23.459007,-4.376757,2.1766443,-1.2842886,-6.807485,-4.294255,2.9945931,-7.193236,0.94735897,4.0778174
1005.wav,2.02,0.04226687,0.2834669091235632,3439.0438496870565,2706.573908263232,-249.28271,55.27511,9.704595,18.821796,8.876498,7.678069,-2.926314,-5.2080436,-0.82312703,-3.9867806,-8.587196,-2.474939,1.0402137
10050.wav,2.8,0.054507174,0.2893732244318182,3973.3258065473324,3216.0491961804855,-184.81233,33.704956,12.629079,12.202814,6.3614573,1.5563229,-1.4328766,-2.3627133,-0.27448186,0.7371227,-2.625867,-4.3687863,-2.10532
10051.wav,3.1700226757369614,0.055211354,0.10920748745437957,1547.6512044629683,1232.793093516975,-343.71375,123.06353,-20.29887,38.978027,-2.0125988,12.035087,-6.414384,-3.5246735,-6.9667754,4.2521706,-12.265503,-1.1617694,4.325066
10052.wav,2.1300226757369614,0.045043472,0.08809230638586957,1255.3557746266697,1074.233879561065,-417.25772,101.28575,-16.59992,42.51685,-4.0518923,9.314576,-0.89081824,-10.542656,3.3502402,-0.33006108,-1.774839,-10.537017,0.9469318
10053.wav,2.2,0.043626636,0.10871196546052632,1547.2498692269462,1282.5291663916953,-385.3538,101.33053,-20.3533,42.713245,4.0591674,14.539869,-8.496475,2.653228,-6.310985,2.9448938,-9.946514,-1.1520758,1.8016778
10054.wav,2.14,0.04676548,0.13230321740591397,1790.8719572158852,1263.4612585358232,-378.4836,71.95253,-20.379717,52.04093,-14.003439,8.603439,-3.7363026,-2.4548209,6.467313,-2.8476439,-0.9000242,-14.071729,3.7295873
10055.wav,3.24,0.054447677,0.1251220703125,1580.7525534863858,1303.4475159713838,-334.66025,124.499695,-28.539194,36.945904,-8.806369,14.567317,-5.147508,-4.9730024,-8.0267935,5.7754,-7.222067,0.9020648,0.38042134
10056.wav,2.7300226757369614,0.061430175,0.22715009269067796,3359.832095902566,3052.539137330336,-220.73999,47.116962,18.683056,18.25635,4.925769,-1.6632429,0.016254757,-0.85896116,-1.0396059,-1.2453339,-3.1362615,-4.32823,-2.5433953
10057.wav,3.54,0.06342722,0.2528881995506536,3069.9914896487408,2474.583794259125,-212.81038,64.92861,7.1102214,23.002537,2.184487,4.904751,-1.7596492,-4.686991,-1.2183707,-0.08761911,-4.4289055,-3.004826,0.55181015
10058.wav,3.14,0.050662123,0.10189280790441177,1355.2495347041558,1227.1131316519136,-367.32175,104.12607,-18.491663,46.67312,-3.9654217,6.7704163,-2.4873748,-5.9293175,5.659908,-1.3139167,-1.8213323,-11.610561,0.2231102
10059.wav,2.1300226757369614,0.0527366,0.06628948709239131,1079.6411391800557,1137.6685477632443,-405.38907,97.13211,-14.79563,50.609905,2.2787044,0.4690911,-0.67737037,-8.306528,-0.3989677,-4.8422728,-1.5651901,-7.333566,-2.7526202
1006.wav,1.7500226757369615,0.03386251,0.08845600328947369,1278.5431736031305,1176.496806260814,-461.30124,107.79105,-24.958185,25.17315,8.235231,6.4251137,-2.9985092,-4.809007,-7.1519504,3.7982876,-7.2148695,-1.669936,3.1096027
10060.wav,3.64,0.05115888,0.2657618431528662,3445.1953947359293,2908.740944526502,-223.46414,47.998005,14.508288,16.886349,1.2955376,5.427621,-1.6863425,-3.758255,-1.654375,0.6799501,-1.2310556,-7.545887,0.10488165
10061.wav,2.7900226757369615,0.04921329,0.10983906895661157,1463.0299767390882,1238.9205219593055,-355.27283,124.60176,-28.000612,34.92076,-5.720987,12.474115,-3.2376583,-5.701446,-9.383133,5.0078187,-6.9515443,-0.31050956,0.9840146
10062.wav,2.84,0.05942332,0.2913649644308943,3557.949687054351,2890.156857582118,-183.32935,53.210354,11.1387005,12.000518,4.5684195,4.6178837,-2.1718934,-4.309094,-2.171663,-3.9054677,-4.3699946,-1.5677968,-0.07076172
10063.wav,1.9500226757369614,0.044660512,0.11200823102678571,1679.4826822553382,1311.277921460051,-397.76535,87.12147,-21.039665,35.364616,-0.79827064,14.358518,-9.261888,0.8251546,-6.0208488,5.168832,-8.805483,-3.2148838,2.3547132
10064.wav,2.5900226757369613,0.057505462,0.07087925502232142,1080.2375435566871,1127.866832092248,-385.0424,110.10156,-20.226791,51.65942,0.08763467,1.1804278,0.4963165,-7.817807,5.0511193,-0.6500228,-3.3731308,-9.87061,-1.7189112
10065.wav,1.88,0.04125834,0.09799382716049383,1447.7218642564897,1208.7806330562294,-415.76654,81.37421,-18.258781,48.74328,-10.340964,6.359354,-8.775229,-4.8116703,6.573105,-5.279899,-0.15795521,-12.034353,4.9860463
10066.wav,3.9700226757369617,0.062712125,0.07279959338450293,1209.8036131312167,1151.157952035822,-350.26083,128.65074,-26.802742,53.24005,-7.0912223,-0.42769334,2.0509214,-6.573285,8.3171425,-0.040720265,-2.005344,-7.7421904,-0.58257306
10067.wav,2.2,0.056398742,0.06226356907894737,1045.8649912078045,1021.2131123512805,-399.7826,103.000824,-20.5117,48.315605,2.8026605,-0.014133092,-0.014989913,-8.619427,4.821934,3.1282156,-1.3861551,-7.093609,-0.16201083
10068.wav,4.32,0.058060545,0.12879136029411764,1660.556623599434,1321.952371226874,-309.79034,124.85331,-25.698221,39.427914,-4.140816,18.251686,-13.442482,-3.784782,-7.2927055,4.74226,-9.157188,-0.73166233,1.9880463
10069.wav,2.0499773242630384,0.056880012,0.3144586113061798,4231.728213478467,3167.617502272262,-194.76146,23.681435,12.322182,12.823229,5.5022492,3.7443762,-2.7842066,-1.0323716,0.41480577,1.222424,-1.4313381,-6.855285,-1.4980857
1007.wav,2.7300226757369614,0.05660084,0.10562599311440678,1337.73392033267,1179.7769024192512,-352.04678,134.23544,-26.821825,32.750008,-5.205737,9.390015,-1.9162347,-6.7162642,-8.821973,3.4536133,-8.492154,0.7563753,0.6940455
10070.wav,2.0,0.050302807,0.2999281609195402,3985.5449812307857,3112.169228025177,-211.9065,28.404428,10.044627,16.326284,6.4177485,1.1611168,-0.26955163,-2.2692168,-2.8259432,-0.94185114,-1.1232189,-4.055751,-1.8474002
10071.wav,2.9300226757369616,0.044208437,0.13370447834645668,1771.6923738669636,1372.4814529227501,-358.22058,95.65857,-19.298737,46.807945,-5.811354,18.101582,-12.17007,2.993698,-5.006257,3.927076,-8.203777,-2.012418,0.68967676
10072.wav,2.6700226757369614,0.05041314,0.28574643342391304,3829.3858801515103,3073.9370467315175,-211.07753,37.2009,11.871198,12.395352,3.0420353,1.875047,-1.807434,-1.7570047,-0.75423986,0.5773865,-0.62365466,-5.8243017,-1.9401915
10073.wav,2.52,0.049644314,0.08410980504587157,1319.6771133388327,1182.7464337401743,-382.9604,104.68013,-26.94664,48.871487,-11.132968,3.6525106,1.8825681,-9.624086,4.1329427,-1.7265425,-1.8196204,-10.625426,-0.013688499
10074.wav,5.58,0.061164103,0.28062799857365145,3397.1956799307295,3085.7608943499745,-156.97157,57.638527,14.932792,18.039518,14.595497,2.7596173,-5.4610996,-5.496883,-2.191894,-2.8954213,-6.3252454,-3.1346948,0.94743925
10075.wav,2.8300226757369615,0.057348803,0.24036244877049182,3256.6774551932285,2852.031297084263,-230.28203,49.73037,13.48686,19.504688,0.60693604,-4.578352,0.9672256,-1.033435,-3.032039,-1.799303,-2.8309336,-5.1268153,-2.4733346
10076.wav,2.42,0.053682227,0.10529668898809524,1304.1227040159563,1172.3570223577124,-378.90433,129.2645,-25.803469,29.270824,-9.170988,2.756512,1.3606044,-6.108395,-10.00572,5.169088,-7.5181813,0.37395376,2.1227212
10077.wav,2.1,0.040837415,0.30396849244505497,3650.085136186144,2627.7635904676367,-257.8488,45.59965,2.8290133,19.449493,8.980416,10.726511,-8.291702,-9.09878,0.39286947,-0.668314,-6.112644,-4.532313,-0.19925608
10078.wav,3.26,0.064216614,0.2630866300975177,3858.0177944329757,3202.928153390103,-175.82907,31.819485,12.9590845,18.714848,5.7187552,-1.03528,0.9282078,1.2508018,0.3682698,-0.2823925,-2.6913483,-6.5858793,-3.6461968
10079.wav,2.2100226757369614,0.04983716,0.07820638020833333,1060.3791556900435,1018.578777942936,-398.6638,135.05937,-16.128962,25.153038,-7.7932105,3.1174095,6.2953334,-4.07999,-5.794937,0.926776,-8.54021,-1.9577307,3.5804222
1008.wav,2.68,0.050901134,0.31158657731681033,4110.837693095704,3167.7796430793805,-200.35776,27.346111,12.20378,15.069679,4.496372,0.49014074,-2.514568,-1.6765603,-1.502295,-2.3719614,-2.5390906,-5.1223817,-2.464083
10080.wav,2.0,0.03861904,0.12986036278735633,1717.6358864782883,1190.5878893217896,-409.6855,85.47464,-14.082349,29.01622,-2.910408,22.667469,-8.933993,-6.9139433,-4.147137,4.251699,-9.193783,-2.1412852,-0.85981303
10081.wav,3.1900226757369614,0.05505709,0.23240064538043478,3091.612797422677,2530.9237545924957,-265.60733,55.591625,10.969706,28.875534,-1.0196495,1.408731,-1.7157707,-2.087025,-0.39078084,-1.31734,-2.0898774,-7.593179,0.7316778
10082.wav,2.6700226757369614,0.050449304,0.08458305027173912,1282.6484342731242,1185.3202963308427,-382.85242,109.57566,-15.106626,42.588657,-14.818497,7.082486,4.3234944,-9.169009,3.0888677,0.0637421,0.13570344,-9.390244,-0.07424701
10083.wav,1.6500226757369614,0.039200477,0.06354437934027778,1106.3921865483035,1075.7198934562284,-444.2539,80.71455,-5.1977506,41.2389,-5.439088,3.171644,1.6948891,-4.3098216,1.605845,-4.750998,-3.5168903,-7.637172,-0.42675078
10084.wav,2.2100226757369614,0.04312736,0.1116790771484375,1578.7768513807143,1263.9468512433582,-386.05045,92.67095,-18.008995,46.408543,4.9991717,10.434817,-7.1098466,-2.194143,-4.884362,6.894263,-12.398572,-3.7827542,3.8969727
10085.wav,2.4,0.058344252,0.3007389948918269,3627.531104083699,3080.6396702974475,-177.88995,55.176796,12.599647,5.3214254,8.823096,4.2183895,-0.8065433,-3.601649,-2.4104311,-2.3015165,-5.243075,-2.621039,-0.0020064025
10086.wav,2.44,0.050805137,0.1145065595518868,1598.7552332656708,1245.0165404984432,-398.33734,83.844696,-12.705615,53.85511,-7.2270617,10.16282,-6.512363,-4.9827743,4.608202,-8.039621,-2.4488125,-12.665751,2.9995382
10087.wav,2.26,0.049848635,0.33516023596938777,3915.390165916657,3040.9291990593993,-183.1961,43.85666,11.83442,9.959863,3.9761996,2.396832,-1.3088832,-3.267232,-2.563029,-1.8552138,-2.5019336,-2.052427,-0.058118578
10088.wav,2.3700226757369616,0.047597773,0.2960359147451456,3517.8013423048665,2972.0539659401165,-208.52946,58.025703,14.624622,12.24215,6.8316817,0.80079967,-0.9381562,-3.1288269,-1.6857815,-1.7948023,-4.745166,-1.9100134,0.56242085
10089.wav,2.0499773242630384,0.047936354,0.33452751931179775,4084.5254821279723,3086.151485625718,-180.65472,35.37246,9.499851,13.331343,7.9162235,3.7342677,-1.7188345,-3.1338627,-1.3516052,-2.2171624,-4.4969025,-2.5551105,0.3652151
1009.wav,2.48,0.050901305,0.2995491384345794,4078.756704489418,3109.8197414795236,-203.55627,23.839653,8.54443,19.08811,8.643032,1.2955747,-2.678103,-1.8689408,-2.0573492,-2.7084594,-2.5454018,-4.8589916,-2.7280607
10090.wav,2.02,0.04768867,0.0756274694683908,1309.4196123058427,1190.442522820639,-409.70596,80.752495,-14.386066,56.19126,-5.353578,3.8788688,0.64565146,-3.473877,3.8307042,-3.936642,-1.0300939,-8.446288,1.5471724
10091.wav,2.3500226757369616,0.050223533,0.2531690410539216,3226.0429644409,2682.1563567344915,-282.30554,50.518814,9.911801,31.384926,6.0299816,-0.7581132,-3.4194312,-2.7470496,0.16093345,-3.0360048,-2.8743253,-5.426126,-2.1471546
10092.wav,3.34,0.05610117,0.2392849392361111,2866.6843510474355,2453.2058853750027,-233.37042,77.78147,4.3715076,24.350092,7.288184,6.3351493,-3.4309886,-9.423136,-1.9698007,-0.27357468,-5.5416737,-1.5374964,0.11146605
10093.wav,1.9900226757369615,0.050734296,0.33161110101744184,4328.827155358032,3190.9445113413203,-186.48665,21.669899,9.1667,11.540737,5.0868316,3.0821688,-0.31568047,-2.7411246,-1.9647919,-1.1922963,-1.7400557,-4.506222,-1.8185121
10094.wav,1.8300226757369615,0.04187863,0.1266193631329114,1770.947761281456,1245.1582243294952,-406.6312,68.15939,-20.706913,44.32002,0.82300735,8.372411,-12.100112,1.7155329,-2.165074,4.601,-12.194712,-2.6580215,3.7120037
10095.wav,2.22,0.04724431,0.2989501953125,3675.625220435935,2921.3220942449793,-214.05115,46.197754,13.326072,20.413519,7.872242,3.5234268,-3.7191684,-2.9931831,-0.62591404,-5.830845,-5.3123555,-1.3611015,-1.2776608
